Region,Country,Item Type,Sales Channel,Order_Shipped,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue
Asia,Tajikistan,Personal Care,Online,false,7/16/2010,492689454,6613,81.73,56.67,540480.49
Europe,Netherlands,Cosmetics,Online,false,12/05/16,825143039,7017,437.2,263.33,3067832.4
Europe,Spain,Vegetables,Online,false,10/08/13,751940190,4667,154.06,90.93,718998.02
Sub-Saharan Africa,Chad,Baby Food,Offline,true,08/09/16,579379737,194,255.28,159.42,49524.32
Europe,Ireland,Meat,Online,true,10/06/11,234073007,6259,421.89,364.69,2640609.51
Middle East and North Africa,Pakistan,Meat,Online,true,2/17/2013,612943828,2554,421.89,364.69,1077507.06
Sub-Saharan Africa,Mozambique,Fruits,Online,true,12/14/2012,433228528,804,9.33,6.92,7501.32
Middle East and North Africa,Bahrain,Fruits,Online,true,11/20/2015,282475936,9762,9.33,6.92,91079.46
Asia,Tajikistan,Meat,Online,true,07/07/12,368547379,214,421.89,364.69,90284.46
Australia and Oceania,New Zealand,Meat,Offline,true,06/02/13,969616687,9980,421.89,364.69,4210462.2
Sub-Saharan Africa,Niger,Baby Food,Online,true,02/04/15,184170186,8906,255.28,159.42,2273523.68
Europe,Armenia,Fruits,Online,true,4/28/2011,681006705,3872,9.33,6.92,36125.76
Sub-Saharan Africa,Gabon,Baby Food,Online,true,02/01/12,249237573,3791,255.28,159.42,967766.48
Asia,Kyrgyzstan,Vegetables,Offline,true,1/29/2017,348286616,4604,154.06,90.93,709292.24
Australia and Oceania,Fiji,Clothes,Offline,true,12/01/11,257890164,4285,109.28,35.84,468264.8
Europe,Romania,Cosmetics,Online,true,05/08/17,228097045,7839,437.2,263.33,3427210.8
Sub-Saharan Africa,Botswana,Cereal,Online,true,05/03/17,129268586,2302,205.7,117.11,473521.4
Australia and Oceania,Fiji,Cosmetics,Online,true,10/31/2015,802078616,1741,437.2,263.33,761165.2
Europe,Vatican City,Clothes,Offline,true,04/11/10,907513463,2256,109.28,35.84,246535.68
Asia,Thailand,Vegetables,Online,true,7/17/2010,976871955,6975,154.06,90.93,1074568.5
Europe,Belarus,Cereal,Offline,true,5/31/2012,261765420,1060,205.7,117.11,218042
Australia and Oceania,Solomon Islands,Vegetables,Offline,true,7/15/2016,784117686,6703,154.06,90.93,1032664.18
Asia,China,Cosmetics,Offline,true,1/14/2017,586165082,8128,437.2,263.33,3553561.6
Sub-Saharan Africa,Angola,Snacks,Online,true,11/26/2012,480456435,6591,152.58,97.44,1005654.78
Asia,Cambodia,Cereal,Online,true,10/03/11,899853074,5376,205.7,117.11,1105843.2
Central America and the Caribbean,Guatemala,Baby Food,Offline,true,11/30/2010,547528827,4802,255.28,159.42,1225854.56
Sub-Saharan Africa,Namibia,Vegetables,Online,true,05/08/16,446970021,7217,154.06,90.93,1111851.02
Europe,Serbia,Beverages,Offline,true,2/27/2016,791975486,2001,47.45,31.79,94947.45
Middle East and North Africa,Turkey,Vegetables,Offline,true,8/24/2014,496656548,564,154.06,90.93,86889.84
Middle East and North Africa,Pakistan,Vegetables,Offline,true,5/26/2013,345437037,1351,154.06,90.93,208135.06
Europe,Georgia,Vegetables,Offline,true,1/26/2015,743053281,4833,154.06,90.93,744571.98
Australia and Oceania,Vanuatu,Snacks,Offline,true,01/07/12,364554107,8516,152.58,97.44,1299371.28
Europe,Luxembourg,Cosmetics,Online,true,10/21/2012,205300843,1937,437.2,263.33,846856.4
Middle East and North Africa,Saudi Arabia,Household,Online,true,9/16/2015,430967319,1661,668.27,502.54,1109996.47
Australia and Oceania,Vanuatu,Meat,Offline,true,6/28/2012,827539861,6289,421.89,364.69,2653266.21
Central America and the Caribbean,Haiti,Snacks,Offline,true,12/02/14,351317298,1450,152.58,97.44,221241
Sub-Saharan Africa,Tanzania,Household,Offline,true,02/04/13,278910958,4805,668.27,502.54,3211037.35
Asia,North Korea,Cosmetics,Offline,true,2/17/2017,157244670,1047,437.2,263.33,457748.4
Middle East and North Africa,Bahrain,Beverages,Online,true,6/24/2015,953554761,6899,47.45,31.79,327357.55
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Online,false,7/30/2016,105390059,6115,205.7,117.11,1257855.5
Asia,Singapore,Cosmetics,Offline,true,10/23/2014,970611894,4483,437.2,263.33,1959967.6
Asia,Malaysia,Baby Food,Offline,true,12/16/2016,677394092,4820,255.28,159.42,1230449.6
Europe,Albania,Baby Food,Online,true,9/28/2015,474222981,1973,255.28,159.42,503667.44
Sub-Saharan Africa,Gabon,Snacks,Online,true,4/16/2016,779897391,7824,152.58,97.44,1193785.92
Europe,Poland,Snacks,Offline,true,3/27/2017,733528649,6283,152.58,97.44,958660.14
Sub-Saharan Africa,Chad,Office Supplies,Online,true,6/25/2014,444540584,8292,651.21,524.96,5399833.32
Sub-Saharan Africa,Republic of the Congo,Clothes,Online,true,7/29/2012,542669522,6826,109.28,35.84,745945.28
Asia,Philippines,Fruits,Offline,false,05/04/13,827964293,1888,9.33,6.92,17615.04
Europe,France,Snacks,Offline,false,02/02/12,720786225,5516,152.58,97.44,841631.28
Europe,Germany,Household,Offline,false,7/24/2016,611809146,6777,668.27,502.54,4528865.79
Sub-Saharan Africa,Uganda,Personal Care,Online,false,11/04/12,512019383,6769,81.73,56.67,553230.37
Middle East and North Africa,Bahrain,Personal Care,Online,false,08/05/14,502715766,3621,81.73,56.67,295944.33
Middle East and North Africa,Jordan,Office Supplies,Offline,false,10/22/2013,285509622,7497,651.21,524.96,4882121.37
Europe,Montenegro,Beverages,Offline,false,12/01/14,532324779,5586,47.45,31.79,265055.7
Middle East and North Africa,Tunisia ,Personal Care,Offline,false,11/02/15,635397565,7114,81.73,56.67,581427.22
Europe,Germany,Cereal,Offline,false,10/07/11,957276809,8335,205.7,117.11,1714509.5
Europe,Italy,Snacks,Online,false,02/09/14,580823838,7536,152.58,97.44,1149842.88
Europe,France,Office Supplies,Offline,false,5/29/2016,459212481,33,651.21,524.96,21489.93
Middle East and North Africa,Algeria,Baby Food,Online,false,04/08/13,265929067,3175,255.28,159.42,810514
Asia,Myanmar,Beverages,Online,false,9/20/2011,644772422,1343,47.45,31.79,63725.35
Europe,France,Vegetables,Offline,false,04/12/12,959853875,947,154.06,90.93,145894.82
Europe,Spain,Vegetables,Online,false,10/02/12,645597255,5429,154.06,90.93,836391.74
Asia,Cambodia,Baby Food,Offline,false,01/02/12,556738889,264,255.28,159.42,67393.92
Sub-Saharan Africa,The Gambia,Vegetables,Online,false,9/30/2013,718327605,7956,154.06,90.93,1225701.36
Europe,Russia,Baby Food,Offline,false,03/10/15,775724732,3041,255.28,159.42,776306.48
Europe,Belarus,Baby Food,Offline,false,10/26/2010,444604098,7088,255.28,159.42,1809424.64
Middle East and North Africa,Turkey,Beverages,Online,false,05/02/11,860952031,3693,47.45,31.79,175232.85
Sub-Saharan Africa,Kenya,Meat,Offline,false,2/19/2017,531067359,3488,421.89,364.69,1471552.32
Middle East and North Africa,Iran,Cosmetics,Offline,false,7/20/2014,281561410,9133,437.2,263.33,3992947.6
Asia,Vietnam,Personal Care,Offline,false,6/18/2017,109358012,321,81.73,56.67,26235.33
Europe,Albania,Beverages,Online,false,7/19/2010,531693494,8775,47.45,31.79,416373.75
Central America and the Caribbean,Antigua and Barbuda ,Clothes,Offline,false,08/09/13,336116683,3251,109.28,35.84,355269.28
Sub-Saharan Africa,Senegal,Cereal,Offline,false,3/23/2017,630488908,4534,205.7,117.11,932643.8
Europe,Netherlands,Fruits,Online,false,10/31/2016,792983996,441,9.33,6.92,4114.53
Europe,Russia,Fruits,Online,true,07/03/16,722088277,822,9.33,6.92,7669.26
Europe,Slovakia,Cosmetics,Online,true,01/07/10,386600577,2557,437.2,263.33,1117920.4
Australia and Oceania,East Timor,Beverages,Offline,true,12/06/14,275632226,4556,47.45,31.79,216182.2
Central America and the Caribbean,Haiti,Vegetables,Offline,true,10/16/2015,948607051,2761,154.06,90.93,425359.66
Middle East and North Africa,Yemen,Cereal,Online,true,05/10/13,785261380,5147,205.7,117.11,1058737.9
Australia and Oceania,Tuvalu,Cereal,Online,true,3/27/2013,935644042,6719,205.7,117.11,1382098.3
Sub-Saharan Africa,Liberia,Snacks,Offline,true,7/13/2014,370116364,4512,152.58,97.44,688440.96
Asia,North Korea,Beverages,Online,false,8/16/2013,829352176,2594,47.45,31.79,123085.3
Asia,North Korea,Household,Online,true,7/14/2015,974337804,7063,668.27,502.54,4719991.01
Europe,Romania,Household,Online,true,12/23/2014,436372077,1050,668.27,502.54,701683.5
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Offline,true,4/27/2015,267066323,9715,205.7,117.11,1998375.5
Middle East and North Africa,Bahrain,Fruits,Online,true,3/14/2017,688344371,5251,9.33,6.92,48991.83
Middle East and North Africa,Somalia,Cosmetics,Offline,true,10/02/14,642442548,1881,437.2,263.33,822373.2
Europe,Cyprus,Cereal,Online,true,7/13/2014,941909682,861,205.7,117.11,177107.7
Europe,United Kingdom,Beverages,Offline,true,7/31/2016,219607102,5477,47.45,31.79,259883.65
Europe,Germany,Personal Care,Offline,false,8/30/2010,778708636,6045,81.73,56.67,494057.85
Middle East and North Africa,Somalia,Beverages,Online,false,4/22/2010,942700612,4915,47.45,31.79,233216.75
Australia and Oceania,New Zealand,Household,Offline,false,03/09/11,905381858,1466,668.27,502.54,979683.82
Middle East and North Africa,Kuwait,Meat,Online,false,1/13/2010,480863702,7110,421.89,364.69,2999637.9
Asia,Japan,Cosmetics,Online,false,01/06/16,453569972,289,437.2,263.33,126350.8
Europe,Norway,Baby Food,Offline,false,8/17/2016,328236997,1476,255.28,159.42,376793.28
Sub-Saharan Africa,Lesotho,Personal Care,Offline,false,10/22/2011,579913604,8177,81.73,56.67,668306.21
Europe,Belgium,Cosmetics,Online,false,02/12/10,403961122,9928,437.2,263.33,4340521.6
Central America and the Caribbean,Honduras,Cosmetics,Offline,false,5/29/2017,866053378,3295,437.2,263.33,1440574
Europe,Austria,Household,Offline,false,4/17/2010,852176702,6878,668.27,502.54,4596361.06
Middle East and North Africa,Oman,Baby Food,Online,false,09/08/15,218629920,6307,255.28,159.42,1610050.96
Middle East and North Africa,Oman,Baby Food,Offline,false,2/13/2016,242024362,9242,255.28,159.42,2359297.76
Europe,Spain,Snacks,Offline,false,2/16/2014,469283854,376,152.58,97.44,57370.08
Middle East and North Africa,Afghanistan,Fruits,Online,false,4/22/2013,967644727,6433,9.33,6.92,60019.89
Central America and the Caribbean,Saint Vincent and the Grenadines,Cosmetics,Offline,false,7/15/2014,974655807,1167,437.2,263.33,510212.4
Europe,Iceland,Vegetables,Online,false,03/07/12,248178422,365,154.06,90.93,56231.9
Asia,Myanmar,Vegetables,Offline,false,1/14/2013,416386401,6844,154.06,90.93,1054386.64
Europe,Netherlands,Snacks,Offline,false,5/22/2017,927766072,5453,152.58,97.44,832018.74
Europe,Slovakia,Vegetables,Online,false,3/23/2015,401116263,8071,154.06,90.93,1243418.26
Middle East and North Africa,Bahrain,Fruits,Offline,false,9/28/2012,675548303,8610,9.33,6.92,80331.3
Sub-Saharan Africa,Lesotho,Baby Food,Online,false,06/06/13,960486018,8012,255.28,159.42,2045303.36
Central America and the Caribbean,Cuba,Clothes,Offline,false,04/02/14,985665738,9250,109.28,35.84,1010840
Middle East and North Africa,Afghanistan,Clothes,Offline,false,1/13/2017,551136291,2331,109.28,35.84,254731.68
Australia and Oceania,Vanuatu,Cereal,Online,false,02/03/17,877259004,9289,205.7,117.11,1910747.3
Asia,Bhutan,Beverages,Offline,false,08/05/14,554707705,9192,47.45,31.79,436160.4
Australia and Oceania,Palau,Cereal,Offline,false,10/06/10,494468724,3139,205.7,117.11,645692.3
Asia,Indonesia,Personal Care,Online,false,09/10/11,777840888,9259,81.73,56.67,756738.07
Europe,Andorra,Baby Food,Offline,true,12/12/16,206435525,7714,255.28,159.42,1969229.92
Middle East and North Africa,Algeria,Office Supplies,Online,true,10/26/2015,352176463,5696,651.21,524.96,3709292.16
Australia and Oceania,Vanuatu,Cosmetics,Offline,true,10/14/2013,607300031,2429,437.2,263.33,1061958.8
North America,Mexico,Baby Food,Online,true,8/17/2013,434355056,4168,255.28,159.42,1064007.04
Europe,Macedonia,Fruits,Offline,true,08/07/11,716202867,9199,9.33,6.92,85826.67
Central America and the Caribbean,Panama,Personal Care,Online,true,5/22/2016,606017291,2838,81.73,56.67,231949.74
Asia,Nepal,Cereal,Offline,true,1/13/2015,677284657,2436,205.7,117.11,501085.2
Asia,Nepal,Fruits,Online,false,7/22/2014,673803794,2371,9.33,6.92,22121.43
Sub-Saharan Africa,Mauritius ,Cereal,Offline,true,6/25/2015,859686028,9055,205.7,117.11,1862613.5
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,true,08/10/15,669355189,5930,109.28,35.84,648030.4
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Offline,true,10/19/2013,957547605,8470,9.33,6.92,79025.1
Asia,Maldives,Personal Care,Online,true,10/09/13,849312102,9180,81.73,56.67,750281.4
Sub-Saharan Africa,Swaziland,Personal Care,Offline,true,9/26/2012,890010011,2595,81.73,56.67,212089.35
Middle East and North Africa,Morocco,Cereal,Online,true,10/02/12,795315158,284,205.7,117.11,58418.8
Asia,Maldives,Clothes,Offline,true,12/11/16,801213872,5844,109.28,35.84,638632.32
Sub-Saharan Africa,Zimbabwe,Fruits,Offline,false,7/26/2010,314004981,9907,9.33,6.92,92432.31
Asia,India,Cereal,Online,false,3/27/2010,160299813,5132,205.7,117.11,1055652.4
Asia,Tajikistan,Beverages,Offline,false,09/11/14,337022197,1212,47.45,31.79,57509.4
Sub-Saharan Africa,Lesotho,Snacks,Offline,false,03/09/16,461408460,9872,152.58,97.44,1506269.76
Asia,Bhutan,Office Supplies,Offline,false,10/19/2011,221007430,9865,651.21,524.96,6424186.65
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,false,10/31/2014,723680436,1978,152.58,97.44,301803.24
Australia and Oceania,Tuvalu,Fruits,Offline,false,2/23/2013,447601306,4028,9.33,6.92,37581.24
Middle East and North Africa,Iraq,Clothes,Offline,false,10/25/2010,191256368,5864,109.28,35.84,640817.92
Sub-Saharan Africa,The Gambia,Vegetables,Offline,false,10/04/16,823444449,4366,154.06,90.93,672625.96
Middle East and North Africa,Bahrain,Beverages,Online,false,09/04/10,133276879,8445,47.45,31.79,400715.25
Middle East and North Africa,Qatar,Meat,Online,false,12/22/2014,480177485,4043,421.89,364.69,1705701.27
Sub-Saharan Africa,Angola,Household,Offline,false,04/08/15,243882596,9135,668.27,502.54,6104646.45
Central America and the Caribbean,Costa Rica,Cosmetics,Online,false,03/02/17,574441039,8724,437.2,263.33,3814132.8
Australia and Oceania,Papua New Guinea,Household,Online,false,3/14/2012,442214143,9847,668.27,502.54,6580454.69
Middle East and North Africa,Qatar,Clothes,Offline,false,11/22/2011,687875735,6571,109.28,35.84,718078.88
Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Offline,false,09/08/13,872412145,4995,109.28,35.84,545853.6
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,false,4/23/2012,627122199,8250,9.33,6.92,76972.5
Europe,Russia,Fruits,Online,false,2/14/2011,103617227,1495,9.33,6.92,13948.35
Europe,Lithuania,Vegetables,Offline,false,10/06/10,423821055,6923,154.06,90.93,1066557.38
Europe,United Kingdom,Vegetables,Online,false,12/08/12,529970014,8759,154.06,90.93,1349411.54
Asia,Indonesia,Personal Care,Offline,false,8/17/2016,334612929,8256,81.73,56.67,674762.88
Asia,Mongolia,Beverages,Offline,false,4/23/2014,270611131,8702,47.45,31.79,412909.9
Middle East and North Africa,Egypt,Office Supplies,Online,false,11/18/2010,841138446,413,651.21,524.96,268949.73
Sub-Saharan Africa,Comoros,Household,Online,false,4/22/2012,369681203,5738,668.27,502.54,3834533.26
Europe,Slovenia,Household,Offline,false,04/05/14,850038230,4057,668.27,502.54,2711171.39
Middle East and North Africa,Lebanon,Beverages,Online,false,6/21/2013,296320855,6781,47.45,31.79,321758.45
Australia and Oceania,Australia,Cosmetics,Offline,false,7/13/2011,392952907,2352,437.2,263.33,1028294.4
Central America and the Caribbean,Haiti,Snacks,Online,true,02/01/11,644670712,1245,152.58,97.44,189962.1
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Online,true,1/27/2012,626523101,963,421.89,364.69,406280.07
Middle East and North Africa,Syria,Vegetables,Offline,true,6/24/2015,433871400,1044,154.06,90.93,160838.64
Asia,Laos,Snacks,Offline,true,01/03/12,232389438,8054,152.58,97.44,1228879.32
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Offline,true,2/21/2016,708063542,592,205.7,117.11,121774.4
Sub-Saharan Africa,Sudan,Vegetables,Offline,true,12/04/16,817192542,4288,154.06,90.93,660609.28
Central America and the Caribbean,Guatemala,Meat,Offline,true,1/16/2012,936387765,6803,421.89,364.69,2870117.67
Asia,Brunei,Clothes,Offline,true,08/06/11,612573039,2830,109.28,35.84,309262.4
Middle East and North Africa,Jordan,Clothes,Online,true,08/12/11,812984693,9092,109.28,35.84,993573.76
Central America and the Caribbean,Panama,Meat,Offline,true,12/18/2012,775171554,9344,421.89,364.69,3942140.16
Sub-Saharan Africa,Central African Republic,Household,Online,true,01/10/10,256994950,9372,668.27,502.54,6263026.44
Middle East and North Africa,Bahrain,Beverages,Offline,true,2/28/2017,886628711,1993,47.45,31.79,94567.85
Sub-Saharan Africa,Burundi,Beverages,Online,true,12/08/11,312559163,2057,47.45,31.79,97604.65
Europe,Austria,Cereal,Online,true,8/18/2014,753585135,1443,205.7,117.11,296825.1
Australia and Oceania,Fiji,Beverages,Offline,true,4/19/2016,448817956,4062,47.45,31.79,192741.9
Australia and Oceania,Fiji,Clothes,Offline,true,11/06/12,407681453,856,109.28,35.84,93543.68
Europe,Switzerland,Snacks,Online,true,5/27/2016,359911954,4800,152.58,97.44,732384
Middle East and North Africa,Yemen,Office Supplies,Offline,true,8/18/2013,105558288,5898,651.21,524.96,3840836.58
Sub-Saharan Africa,Comoros,Personal Care,Offline,true,12/31/2014,864981782,6186,81.73,56.67,505581.78
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Online,true,02/04/13,328856265,4732,651.21,524.96,3081525.72
Asia,Mongolia,Clothes,Offline,true,9/23/2016,308168065,2633,109.28,35.84,287734.24
Australia and Oceania,Palau,Household,Offline,true,11/01/16,884216010,8021,668.27,502.54,5360193.67
Europe,Monaco,Snacks,Offline,true,12/27/2012,858611428,1057,152.58,97.44,161277.06
Australia and Oceania,Fiji,Cereal,Online,true,03/10/17,903278148,8932,205.7,117.11,1837312.4
Sub-Saharan Africa,Mali,Beverages,Online,true,3/17/2012,410452497,870,47.45,31.79,41281.5
Sub-Saharan Africa,Liberia,Cereal,Offline,true,12/17/2015,642683303,3126,205.7,117.11,643018.2
Europe,Switzerland,Beverages,Offline,true,2/18/2017,682831895,3987,47.45,31.79,189183.15
Australia and Oceania,Samoa ,Baby Food,Online,true,11/05/16,584072101,8769,255.28,159.42,2238550.32
Asia,Nepal,Meat,Offline,true,04/09/17,919890248,4821,421.89,364.69,2033931.69
Middle East and North Africa,Azerbaijan,Snacks,Offline,true,4/18/2010,534085166,6524,152.58,97.44,995431.92
Europe,Georgia,Baby Food,Offline,true,08/01/11,590768182,288,255.28,159.42,73520.64
Middle East and North Africa,United Arab Emirates,Vegetables,Online,true,05/12/11,524363124,9556,154.06,90.93,1472197.36
Europe,Finland,Household,Offline,true,1/25/2016,289606320,9801,668.27,502.54,6549714.27
Europe,Portugal,Cereal,Offline,true,04/10/14,811546599,3528,205.7,117.11,725709.6
